API,Provider,Service,Version,Description,LogoUrl
Bharti AXA General Insurance Company Ltd.,apisetu.gov.in,bhartiaxagi,3.0.0,APIs provided by Bharti AXA General Insurance Company Ltd..,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Department of Pension and Pensioners Welfare,apisetu.gov.in,bhavishya,3.0.0,APIs provided by Department of Pension and Pensioners Welfare.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Bihar State Board of School Examination,apisetu.gov.in,biharboard,3.0.0,Bihar School Examination Board,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Biju Patnaik University Of Technology,apisetu.gov.in,bput,3.0.0,Biju Patnaik University Of Technology,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Haryana State Board of School Education,apisetu.gov.in,bsehr,3.0.0,Board of School Education,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Central Board of Secondary Education,apisetu.gov.in,cbse,3.0.0,CBSE (http://www.cbse.nic.in/) is issuing marksheets,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Chhattisgarh State Board of Secondary Education,apisetu.gov.in,cgbse,3.0.0,CBBSE (http://cgbse.nic.in) is issuing marksheets  through DigiLocker. These can be pulled by students into their DigiLocker accounts. Currently available -2001,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Greater Chennai Corporation,apisetu.gov.in,chennaicorp,3.0.0,Birth and Death certificates from 1934-till date,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Chitkara University,apisetu.gov.in,chitkarauniversity,3.0.0,Degree Certificates of various courses issued by Chitkara University can be downloaded in citizen's DigiLocker account.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Cholamandalam MS General Insurance Company Ltd.,apisetu.gov.in,cholainsurance,3.0.0,APIs provided by Cholamandalam MS General Insurance Company Ltd..,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
CISCE,apisetu.gov.in,cisce,3.0.0,CISCE (http://www.cisce.org/) is issuing marksheets,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Civil Supplies Department,apisetu.gov.in,civilsupplieskerala,3.0.0,Ration Cards issued by The Department of Civil Supplies functions under the Department of Food,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
CPCT-MAPIT,apisetu.gov.in,cpctmp,3.0.0,Computer Proficiency Certification Exam (https://cpct.mp.gov.in) is mandatory for data entry/IT Operator/Assistant Grade-3/steno/shorthand/typist and other similar Permanent/Contractual positions in the departments,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Common Service Centre (CSC),apisetu.gov.in,csc,3.0.0,Certificates issued under Pradhan Mantri Gramin Digital Saksharta Abhiyaan (PMGDISHA) (https://www.pmgdisha.in) scheme enrolled at authorised Training Centres/ CSCs are made available to citizens in their DigiLocker accounts.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Dr. B.R. Ambedkar Institute of Technology,apisetu.gov.in,dbraitandaman,3.0.0,APIs provided by Dr. B.R. Ambedkar Institute of Technology,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Tamil Nadu State Board (Tamil Nadu Directorate of Government Examinations),apisetu.gov.in,dgecerttn,3.0.0,Tamilnadu - Government Examinations (https://dgecert.tn.nic.in/) is issuing Mark Certificates through DigiLocker. These can be pulled by students into their DigiLocker accounts. Currently Class X (2016-2019) and XII (2016-2018) marksheets are available.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Importer-Exporter Details API,apisetu.gov.in,dgft,3.0.0,The Importer-Exporter Code (IEC),https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
BOARD OF HIGHER SECONDARY EXAMINATION,apisetu.gov.in,dhsekerala,3.0.0,Board of Higher Secondary Examinations,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Department of IT and Communication,apisetu.gov.in,ditarunachal,3.0.0,Inner Line Permit (eILP) of Government of Arunachal Pradesh (http://arunachalilp.com/) is available on DigiLocker.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
eDistrict Chandigarh,apisetu.gov.in,ditch,3.0.0,eDistrict Chandigarh(http://chdservices.gov.in/) is the online service delivery portal for Chandigarh Administration. Certain documents issued by it (e.g. Senior Citizen Identity Card) can be pulled into citizens' DigiLocker accounts.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Directorate of Information Technology,apisetu.gov.in,dittripura,3.0.0,eDistrict Tripura (http://edistrict.tripura.gov.in/) is the online service delivery portal for TripuraState Govt. Certain documents issued by it (e.g. Income,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
University Of Delhi,apisetu.gov.in,duexam,3.0.0,University of Delhi (http://www.du.ac.in/) is issuing Degree certificates through DigiLocker. These can be pulled by students into their DigiLocker accounts. Currently data for 2017 is available.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
eDistrict Andaman & Nicobar Islands,apisetu.gov.in,edistrictandaman,3.0.0,eDistrict Andaman (https://edistrict.andaman.gov.in/) is the online service delivery portal for Andaman & Nicobar Islands. Certain documents issued by it (e.g. Local Certificate,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
eDistrict Himachal Pradesh,apisetu.gov.in,edistricthp,3.0.0,eDistrict Himachal (http://edistrict.hp.gov.in/) is the online service delivery portal for Himachal Pradesh State Govt. Certain documents issued by it (e.g. Birth,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
eDistrict Kerala,apisetu.gov.in,edistrictkerala,3.0.0,eDistrict Kerala (https://edistrict.kerala.gov.in/) is the online service delivery portal for Kerala State Govt. Certain documents issued by it (e.g. Residence,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
eDistrict Odisha,apisetu.gov.in,edistrictodisha,3.0.0,eDistrict Odisha (http://edistrictodisha.gov.in/) is the online service delivery portal for Odisha State Govt. Certain documents issued by it (e.g. Income,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
eDistrict Odisha ServicePlus,apisetu.gov.in,edistrictodishasp,3.0.0,APIs provided by eDistrict Odisha ServicePlus,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Punjab State eGovernance Society,apisetu.gov.in,edistrictpb,3.0.0,eDistrict Punjab (http://edistrict.punjabgovt.gov.in) is the online service delivery portal for Punjab State Govt. Certain documents issued by it (e.g. Residence,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
eDistrict Uttar Pradesh,apisetu.gov.in,edistrictup,3.0.0,eDistrict UP (http://edistrict.up.nic.in/) is the online service delivery portal for UP State Govt. Certain documents issued by it (e.g. Birth,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Department of Food and Civil Supplies Himachal Pradesh,apisetu.gov.in,ehimapurtihp,3.0.0,Ration Cards Issued by Department of Food,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Revenue,apisetu.gov.in,enibandhanjh,3.0.0,Department of Revenue,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Employees' Provident Fund Organization,apisetu.gov.in,epfindia,3.0.0,Pension Payment Order and UAN,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Himachal Pradesh Department of Revenue,apisetu.gov.in,epramanhp,3.0.0,Lok Praman Patra (http://admis.hp.nic.in/epraman/) is the online service delivery portal by Himachal Pradesh Govt. Certain documents issued by it (e.g.  Bonafide,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
eService (eDistrict),apisetu.gov.in,eservicearunachal,3.0.0,eService (eDistrict),https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Food and Supplies Department,apisetu.gov.in,fsdhr,3.0.0,Ration Cards issued by Food & Supplies Department,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Future Generali Total Insurance Solutions,apisetu.gov.in,futuregenerali,3.0.0,Two Wheeler,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
General Administration Department,apisetu.gov.in,gadbih,3.0.0,General Administration Department,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Gauhati University,apisetu.gov.in,gauhati,3.0.0,GAUHATI UNIVERSITY (https://www.gauhati.ac.in/) has made available Registration Certificate in DigiLocker,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Goa State Board of Secondary and Higher Secondary Education,apisetu.gov.in,gbshse,3.0.0,APIs provided by Goa State Board of Secondary and Higher Secondary Education,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Geetanjali University,apisetu.gov.in,geetanjaliuniv,3.0.0,Geetanjali University,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
GMCH,apisetu.gov.in,gmch,3.0.0,Government Medical College and Hospital (GMCH),https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Goa Water Resources Department,apisetu.gov.in,goawrd,3.0.0,Goa WRD (https://goawrd.gov.in/) is the official departmental portal of the Water Resources Department,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Go Digit General Insurance Ltd.,apisetu.gov.in,godigit,3.0.0,Car,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Gujarat Vidyapith,apisetu.gov.in,gujaratvidyapith,3.0.0,Gujarat Vidyapith,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Ministry of Petroleum and Natural Gas (HPCL),apisetu.gov.in,hindustanpetroleum,3.0.0,eSubscription Voucher for LPG connections provided by HPCL (http://www.hindustanpetroleum.com/) are made available to citizens in their DigiLocker accounts.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Board of Ayurvedic and Unani Systems of Medicine,apisetu.gov.in,hpayushboard,3.0.0,Board of Ayurvedic and Unani Systems of Medicine,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Himachal Pradesh Board of School Education,apisetu.gov.in,hpbose,3.0.0,Himachal Pradesh Board of School Education,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Panchayati Raj Department,apisetu.gov.in,hppanchayat,3.0.0,Parivar Patra (http://aadhaar.hp.gov.in/epanchayat/) is the online service  portal by Govt. of Himachal Pradesh. Parivar Register issued online certificate can be pulled into citizens' DigiLocker accounts.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
HP Swasthya Bima Yojna Society,apisetu.gov.in,hpsbys,3.0.0,Himachal Pradesh Swasthya Bima Yojna Society (http://admis.hp.nic.in/epraman/https://www.hpsbys.in/) is the online service delivery portal by Himachal Pradesh Govt.  Digital Health card is available in DigiLocker. Aslo can be pulled into citizens' DigiLocker accounts.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
HP Staff Selection Commission - HPSSC - Himachal Pradesh,apisetu.gov.in,hpsssb,3.0.0,Himachal Pradesh Staff Selection Commision (http://hpsssb.hp.gov.in/) is the online service portal by Govt. of Himachal Pradesh. Admit Cards issued online certificate can be pulled into citizens DigiLocker accounts.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Himachal Pradesh Takniki Shiksha Board Dharamshala,apisetu.gov.in,hptechboard,3.0.0,Himachal Pradesh Takniki Shiksha Board,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Haryana State Board of Technical Education,apisetu.gov.in,hsbte,3.0.0,HSBTE (http://hsbte.org.in/) is issuing marksheets (of Dec 2017 and June 2018 batches) through DigiLocker. These can be pulled by students into their DigiLocker accounts.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Maharashtra State Board of Secondary and Higher Secondary Education,apisetu.gov.in,hsscboardmh,3.0.0,Class X and XII marksheets and passing certificates of Maharashtra State Board of Secondary and Higher Secondary Education (https://mahahsscboard.maharashtra.gov.in/) are available in DigiLocker for years 1990 to 2017.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
